,Description of Filing (Date Filed),,Filer,
4774,"2018 Renewable Energy Growth - Classes, Ceiling Prices and Capacity Targets (filed 11/15/17)",11/15/17,RI Distribution Genration Board,http://www.ripuc.ri.gov/eventsactions/docket/4774page.html
4774,2018 Renewable Energy Growth Program - Tariffs and Solicitation and Enrollment Process Rules (filed 11/15/17),11/15/17,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4774page.html
4773,Renewable Energy Resources (RER) Certification Application for Generation Unit: Bridport West Solar Farm (filed 11/9/17),11/9/17,"TerraForm Solar XVII, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4773page.html
4772,Renewable Energy Resources (RER) Certification Application for Generation Unit: Southern Vermont Energy Project (filed 11/9/17),11/9/17,"SVEP Energy Company, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4772page.html
4771,Renewable Energy Resources (RER) Certification Application for Generation Unit: Williamstown Solar Project (filed 11/9/17),11/9/17,"GASNA 14P, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4771page.html
4770,Application to Change Electric and Gas Distribution Revenue Requirements and Associated Rates (filed 11/28/17),11/28/17,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4770page.html
4769,Renewable Energy Resources (RER) Certification Application for Generation Unit: Sudbury Solar (filed 11/9/17),11/9/17,"Sudbury Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4769-Sudbury-Application(11-8-17).pdf
4768,Renewable Energy Resources (RER) Certification Application for Generation Unit: Chester Solar Farm (filed 11/9/17),11/9/17,"Chester Power Partners, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4768page.html
4767,Renewable Energy Resources (RER) Certification Application for Generation Unit: Champlain Valley Solar Farm (filed 11/9/17),11/9/17,"TerraForm Solar XVII, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4767page.html
4766,Renewable Energy Resources (RER) Certification Application for Generation Unit: Butternut Mountain Solar Farm (filed 11/9/17),11/9/17,"Vermont Acer, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4766-ButternutMountain-Application(11-8-17).pdf
4765,Renewable Energy Resources (RER) Certification Application for Generation Unit: Pownal Park Solar (filed 11/9/17),11/9/17,"Pownal Solar Park, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4765page.html
4764,"Review of Power Purchase Agreements (PPAs) under the Long-Term Contracting Standard for Renewable Energy, R.I. Gen. Laws § 39-26.1 (filed 11/1/17)",11/1/17,The Narragansett Electric Co. c/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4764page.html
4763,"Tariff advice to amend electric tariff, entitled Standards for Connecting Distributed 
 Generation, RIPUC No. 2180 (filed 10/31/17)",10/31/17,The Narragansett Electric Co. c/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4763page.html
4762,"Annual Reconciliation Filing of the Standard Offer Service Rate, Transmission Charge and Transition Charge (filed 11/2/17)",11/2/17,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4762page.html
4761,2018 Demand Side Management Programs (filed 11/7/17),11/7/17,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4761page.html
4760,Renewable Energy Resources (RER) Certification Application for Generation Unit: Palmer Circle Solar (filed 11/1/17); Capacity 0.997 MW Solar,11/1/17,"Oak Square Partners, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4760page.html
4759,Renewable Energy Resources (RER) Certification Application for Generation Unit: Main Street Solar (filed 11/1/17); Capacity 0.997 MW Solar,11/1/17,"Oak Square Partners, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4759page.html
4758,Renewable Energy Resources (RER) Certification Application for Generation Unit: High Street Solar (filed 11/1/17); Capacity 0.997 MW Solar,11/1/17,"Oak Square Partners, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4758page.html
4757,Renewable Energy Resources (RER) Certification Application for Generation Unit: CED Foster Solar (filed 10/26/17); Capacity 2.594 MW DC Solar,10/26/17,"Consolidated Edison Development, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4757page.html
4756,2018 System Reliability Procurement Report (filed 11/1/17),11/1/17,The Narragansett Electric Co. c/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4756page.html
4755,2018 Energy Efficiency Program Plan (filed 11/1/17),11/1/17,The Narragansett Electric Co. c/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4755page.html
4754,Repeal of Regulations Regarding Perfection of Security Interest in Intangible Transition Property (10/24/17),10/24/17,Public  Utilities Commission,http://www.ripuc.ri.gov/eventsactions/docket/4754page.html
4753,Application for authority to transact as a Competitive Local Exchange Carrier (Filed 10/13/17),10/13/17,"TVC Albany, Inc. d/b/a FirstLight Fiber",http://www.ripuc.ri.gov/eventsactions/docket/4753-TVCAlbany-Application(10-13-17).pdf
4752,Renewable Energy Resources (RER) Certification Application for Generation Unit: WED Kingstown Solar I (West Array) (filed 10/18/17); Capacity 1.5 MW Solar,10/18/17,"WED Kingstown Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4752page.html
4751,Renewable Energy Resources (RER) Certification Application for Generation Unit: WED Kingstown Solar I (East Array) (filed 10/18/17); Capacity 3.0 MW Solar,10/18/17,"WED Kingstown Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4751page.html
4750,Renewable Energy Resources (RER) Certification Application for Generation Unit: WED Stilson Solar I (filed 10/18/17); Capacity 2.0 MW Solar,10/18/17,"WED Stilson Solar , LLC",http://www.ripuc.ri.gov/eventsactions/docket/4750page.html
4749,Appeal Pursuant to R.I.G.L.39-1-30 (filed 10/10/17),10/10/17,Block Island Power Co.,http://www.ripuc.ri.gov/eventsactions/docket/4749page.html
4748,Renewable Energy Resources (RER) Certification Application for Generation Unit: Coventry Solar Project (filed 10/11/17); Capacity 2.2 MW Solar,10/11/17,"Coventry Photovoltaic, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4748page.html
4747,"Renewable Energy Resources (RER) Certification Application for Generation Unit: Canton Mountain Wind, LLC (filed 10/6/17); Capacity 22.8 MW Wind",10/6/17,"Canton Mountain Wind, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4747page.html
4746,Renewable Energy Resources (RER) Certification Application for Generation Unit: Kibby Wind Power (filed 10/6/17); Capacity 132 MW Wind,10/6/17,"Helix Maine  Wind Development, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4746page.html
4745,Renewable Energy Resources (RER) Certification Application for Generation Unit: Sam Man Realty Solar (filed 10/4/17); Capacity 0.9984 MW Solar,10/4/17,Sam Man Realty Corp.,http://www.ripuc.ri.gov/eventsactions/docket/4745page.html
4744,Renewable Energy Resources (RER) Certification Application for Generation Unit: Charlotte Hinesburg Road Project (filed 9/27/17); Capacity 2.2 MW Solar,9/27/17,"Charlotte Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4744page.html
4743,"Petition for Declaratory Judgment or an Advisory Ruling on R.I. Gen. Laws
 Section 39-26.4, the Net-Metering Act (filed 9/27/17)",9/27/17,"Tesla, Inc. and Sunrun, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4743page.html
4742,Renewable Energy Resources (RER) Certification Application for Generation Unit: Sheldon Springs Solar (filed 9//22/17); Capacity 2.2 MW Solar,9//22/17,EGP Solar 1,http://www.ripuc.ri.gov/eventsactions/docket/4742page.html
4741,Renewable Energy Resources (RER) Certification Application for Generation Unit: Bank Street Solar Project (filed 9//26/17); Capacity 0.499 DC MW Solar,9//26/17,BankStreetPV LLC,http://www.ripuc.ri.gov/eventsactions/docket/4741page.html
4740,"Renewable Energy Resources (RER) Certification Application for Generation Unit: Solar Sky Ventures, LLC (filed 9/20/17); Capacity 0.24885 MW Solar",9/20/17,"Solar Sky - Seven Mile, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4740page.html
4739,"Renewable Energy Resources (RER) Certification Application for Generation Unit: Southern Sky Renewable Energy RI250-KW, LLC (filed 9//20/17); Capacity 0.24885 MW Solar",9//20/17,"Southern Sky Renewable Energy RI250-KW, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4739page.html
4738,Tariff Advice to Introduce Municipal Low Capacity Factor Rate No. 201 (filed 9/20/17),9/20/17,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4738page.html
4737,Designation to Render an Advisory Opinion in to the Siting Board Regarding the Narragansett Electric Co. d/b/a National Grid's and Clear River Energy LLC's (Invenergy) Joint Application to Construct and Alter Major Facilities,,Energy Faciltiy Siting Board (Siting Board),http://www.ripuc.ri.gov/eventsactions/docket/4737page.html
4736,Renewable Energy Resources (RER) Certification Application for Generation Unit: Pittsfield Solar LLC (filed 9/13/17); Capacity 9.9 MW AC Solar,9/13/17,"Pittsfield Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4736page.html
4735,Renewable Energy Resources (RER) Certification Application for Generation Unit: 15 Gooding Ave Solar (filed 9/15/17); Capacity 0.200778 MW Solar,9/15/17,"Gooding Business Space, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4735page.html
4734,Renewable Energy Resources (RER) Certification Application for Generation Unit: Barton Solar Farm (filed 9/1/17); Capacity 1.89 MW Solar,9/1/17,Barton Solar LLC,http://www.ripuc.ri.gov/eventsactions/docket/4734page.html
4733,Renewable Energy Resources (RER) Certification Application for Generation Unit: White River Junction Solar (filed 9/8/17); Capacity 2.2 MW Solar,9/8/17,CRL Solar LLC,http://www.ripuc.ri.gov/eventsactions/docket/4733page.html
4732,Establishment of Metrics for National Grid's Performance in Meeting the Time Frames Set Forth in R.I. Gen. Laws 39-26.3-4.1 and in the Distributed Generation Interconnection Standards,,Commission,
4731,Renewable Energy Resources (RER) Certification Application for Generation Unit: Cross Pollination One Solar (filed 9/1/17); Capacity 2.0 MW Solar,9/1/17,"Cross Pollination, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4731page.html
4730,Renewable Energy Resources (RER) Certification Application for Generation Unit: Limerick Road Solar Farm (filed 9/1/17); Capacity 2.2 MW Solar,9/1/17,"Limerick Road Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4730page.html
4729,Renewable Energy Resources (RER) Certification Application for Generation Unit: Clarendon Solar Farm (filed 9/1/17); Capacity 2.0 MW Solar,9/1/17,"Clarendon Solar Farm, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4729page.html
4728,Renewable Energy Resources (RER) Certification Application for Generation Unit: Claire Solar Farm (filed 9/1/17); Capacity 2.2 MW Solar,9/1/17,"Claire Solar Partners, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4728page.html
4727,Renewable Energy Resources (RER) Certification Application for Generation Unit: St. Albans Solar Farm (filed 9/1/17); Capacity 2.2 MW Solar,9/1/17,"SA Solar Services, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4727page.html
4726,Renewable Energy Resources (RER) Certification Application for Generation Unit: SUN GEN 1 SOLAR (filed 9/1/17); Capacity 2.2 MW Solar,9/1/17,"SunGen Sharon 1, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4726page.html
4725,Renewable Energy Resources (RER) Certification Application for Generation Unit: IRA Rentals Solar (filed 9/1/17); Capacity 0.037 MW Solar,9/1/17,Roderick G. Ames,http://www.ripuc.ri.gov/eventsactions/docket/4725page.html
4724,Renewable Energy Resources (RER) Certification Application for Generation Unit: 100 Bobbin Mill Road (filed 9/1/17); Capacity 0.05 MW Solar,9/1/17,Roderick G. Ames,http://www.ripuc.ri.gov/eventsactions/docket/4724page.html
4723,Renewable Energy Resources (RER) Certification Application for Generation Unit: Technology Drive Solar (filed 9/1/17); Capacity 2.0 MW Solar,9/1/17,"WE 90 Technology Solar,, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4723page.html
4722,Renewable Energy Resources (RER) Certification Application for Generation Unit: Whitcomb Farm Solar (filed 9/1/17); Capacity 2.2 MW Solar,9/1/17,"ERWR Whitcomb Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4722page.html
4721,Renewable Energy Resources (RER) Certification Application for Generation Unit: North Smithfield Solar I -NM (filed 8/15/17); 1.600 MW AC Solar,8/15/17,North Smithfield Solar Power I LLC,http://www.ripuc.ri.gov/eventsactions/docket/4721page.html
4720,Renewable Energy Resources (RER) Certification Application for Generation Unit: 320 Compass Circle Solar - Building 315 (filed 8/16/17); 0.999 MW Solar,8/16/17,Compass Circle Solar Power LLC,http://www.ripuc.ri.gov/eventsactions/docket/4720page.html
4719,2017 Gas Cost Recovery Charge (GCR) Filing (filed 9/1/17),9/1/17,The Narragansett Electric Co. c/b/a National Grid (Gas) .,http://www.ripuc.ri.gov/eventsactions/docket/4719page.html
4718,Renewable Energy Resources (RER) Certification Application for Generation Unit: 310 Compass Circle Solar - Building 314 (filed 8/15/17); 1.25 MW DC Solar,8/15/17,Compass Circle Solar LLC,http://www.ripuc.ri.gov/eventsactions/docket/4718page.html
4717,Renewable Energy Resources (RER) Certification Application for Generation Unit: North Smithfield Solar I - DG (filed 8/15/17); 0.900 MW AC Solar,8/15/17,North Smithfield Solar Power LLC I,http://www.ripuc.ri.gov/eventsactions/docket/4717page.html
4716,Renewable Energy Resources (RER) Certification Application for Generation Unit: Exeter Solar Power I (filed 8/14/17),8/14/17,Exeter Solar Power LLC,http://www.ripuc.ri.gov/eventsactions/docket/4716page.html
4715,"Interconnection Agreement between Verizon New England, Inc. d/b/a Verizon Rhode Island and Comcast Phone of Rhode Island, LLC (filed 8/11/17)",8/11/17,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4715-VRI-ICA-ComcastPhone(8-10-17).pdf
4714,Renewable Energy Resources (RER) Certification Application for Generation Unit: Sandberg Machine Solar LLC (filed 8/9/17),8/9/17,Sandberg Machine Solar LLC,http://www.ripuc.ri.gov/eventsactions/docket/4714page.html
4713,"Renewable Energy Resources (RER) Certification Application for Generation Unit: Southern Sky Renewable Energy Rhode Island, LLC (filed 8/8/17)",8/8/17,"Southern Sky Renewable Energy Rhode Island, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4713page.html
4712,"Renewable Energy Resources (RER) Certification Application for Generation Unit: Portsmouth Solar, LLC (filed 8/8/17)",8/8/17,"Portsmouth Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4712page.html
4711,"Renewable Energy Resources (RER) Certification Application for Generation Unit: Danielson Pike Solar, LLC (filed 8/8/17)",8/8/17,"Danielson Pike Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4711page.html
4710,Renewable Energy Resources (RER) Certification Application for Generation Unit: Tiverton Power LLC (filed 8/8/17),8/8/17,Tiverton Power LLC,http://www.ripuc.ri.gov/eventsactions/docket/4710page.html
4709,"Electric Pension Adjustment Factor filing for period ending March 31, 2017.(filed 8/1/17)",8/1/17,The Narragansett Electric Co. c/b/a National Grid (Gas),http://www.ripuc.ri.gov/eventsactions/docket/4709page.html
4708,2017 Distribution Adjustment Filing (filed 8/1/17),8/1/17,The Narragansett Electric Co. c/b/a National Grid (Gas),http://www.ripuc.ri.gov/eventsactions/docket/4708page.html
4707,2017 Renewable Energy Growth Program Factor Filing (filed 7/5/17),7/5/17,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4707page.html
